Mod:Item:MetaData, Localized Name
primal:ovis_meat_cured, Cured Atre Mutton
primal:bat_meat_cured, Cured Bat Meat
primal:horse_meat_cured, Cured Horse Meat
primal:horse_meat_cooked, Cooked Horse Meat
primal:wolf_meat_cooked, Cooked Wolf Meat
primal:ovis_meat_cooked, Cooked Atre Mutton
primal:shark_meat_cooked, Cooked Shark Meat
primal:gator_meat_cooked, Cooked Gator Meat
primal:pigman_meat_cooked, Cooked Pigman Meat
primal:bear_meat_cooked, Cooked Bear Meat
primal:llama_meat_cooked, Cooked Llama Meat
primal:bat_meat_cooked, Cooked Bat Meat
primal:cheese_white, White Cheese
primal:cheese_red, Red Cheese
primal:corn_cob, Corn Cob
primal:corn_cob_cooked, Cooked Corn Cob
primal:corn_bread, Corn Bread
primal:corn_ground, Ground Corn
primal:wheat_ground, Ground Wheat
primal:rush_seeds_cooked, Roasted Rush Seeds
primal:daucus_murn_root, Daucus Murn Root
primal:daucus_murn_root_cooked, Cooked Daucus Murn Root
primal:valus_melon, Valus Melon
primal:valus_bread, Valus Bread
primal:pumpkin_piece, Pumpkin Piece
primal:egg_death, Preserved Egg
primal:egg_boiled, Hard Boiled Egg
primal:potato_boiled, Boiled Potato
primal:mushroom_cooked, Cooked Mushroom
primal:nether_wart_cooked, Cooked Nether Wart
primal:sinuous_resin, Sinuous Resin
primal:potato_rotten, Molding Potato
primal:salt_dust_netjry, Netjry Salt
primal:salt_dust_rock, Halite Rock Salt
primal:salt_dust_fire, Fire Salt
primal:salt_dust_void, Void Salt
primal:tannin_bottle, Bottle of Tannin
primal:urushi_bottle, Bottle of Urushi
primal:ovis_milk_bottle, Bottle of Ovis Atre Milk
primal:plant_fiber, Plant Fiber
primal:plant_fiber_pulp, Plant Fiber Pulp
primal:plant_cordage, Plant Twine
primal:plant_cloth, Plant Cloth
primal:plant_tinder, Tinder Bundle
primal:plant_papyrus, Plant Papyrus
primal:daucus_murn_fronds, Daucus Murn Fronds
primal:daucus_murn_fronds_withered, Withered Daucus Murn Fronds
primal:valus_fiber, Valus Fiber
primal:valus_sepals, item.primal.valus_sepals.name
primal:valus_stalk_fresh, Fresh Valus Stalk
primal:valus_stalk_withered, Withered Valus Stalk
primal:void_fiber, Inaris Fiber
primal:void_cordage, Inaris Cordage
primal:sinuous_fiber, Sinuous Fiber
primal:sinuous_cordage, Sinuous Cordage
primal:rush_stems, Rush Stems
primal:thatching_wet, Fresh Thatching
primal:thatching_dry, Dry Thatching
primal:thatching_nether, Cineris Thatching
primal:corn_stalk_wet, Fresh Corn Stalk
primal:corn_stalk_dry, Dry Corn Stalk
primal:aconite_sprig, Aconite Sprig
primal:aconite_petal, Aconite Petals
primal:yew_aril_seedless, Yew Seedless Aril
primal:devils_tongue_sepals, Devils' Tongue Sepals
primal:corn_seeds, Corn Seeds
primal:rush_seeds, Rush Seeds
primal:dry_grass_root, Uprooted Sesleria Furvum
primal:dry_grass_seed, Sesleria Furvum Seed
primal:nether_root, Uprooted Equisetum Cineris Cilium
primal:nether_seed, Equisetum Cineris Spore
primal:searing_ember, Cineris Ember
primal:daucus_murn_seeds, Daucus Murn Seeds
primal:valus_seed, Valus Seed
primal:corypha_seed, Corphyry Larva
primal:void_grass_root, Uprooted Equisetum Inaris
primal:void_seed, Equisetum Inaris Spore
primal:sinuous_spore, Sinuous Spore
primal:devils_tongue_tendril, Devils' Tongue Tendril
primal:aconite_root, Aconite Root
primal:yew_seed, Yew Seed
primal:yew_aril, Yew Aril
primal:tall_grass_seeds, Tall Grass Seeds
primal:wax_residue, Wax Residue
primal:soul_residue, Soul Residue
primal:bitumin_clump, Bituminous Clump
primal:ore_cluster_bog_iron, Bog Iron Ore Cluster
primal:ore_cluster_zinc, Zinc Ore Cluster
primal:ore_cluster_magnetite, Magnetite Ore Cluster
primal:magnetite_dust, Magnetite Dust
primal:charcoal_mote, Charcoal Mote
primal:charcoal_fair, Fair Grade Charcoal
primal:charcoal_good, Good Grade Charcoal
primal:charcoal_high, High Grade Charcoal
primal:charcoal_pure, Pure Carbon
primal:carbonate_slack, Limestone Slack
primal:ferro_slack, Ferrous Lime Slack
primal:iron_dust, Iron Dust
primal:iron_plate, Iron Plate
primal:steel_ingot, Steel Ingot
primal:steel_plate, Steel Plate
primal:gold_dust, Gold Dust
primal:gold_plate, Gold Plate
primal:copper_nugget, Copper Nugget
primal:copper_dust, Copper Dust
primal:copper_ingot, Copper Ingot
primal:copper_plate, Copper Plate
primal:tin_nugget, Tin Nugget
primal:tin_dust, Tin Dust
primal:tin_ingot, Tin Ingot
primal:tin_plate, Tin Plate
primal:bronze_nugget, Bronze Nugget
primal:bronze_dust, Bronze Dust
primal:bronze_ingot, Bronze Ingot
primal:bronze_plate, Bronze Plate
primal:brass_nugget, Brass Nugget
primal:brass_dust, Brass Dust
primal:brass_ingot, Brass Ingot
primal:brass_plate, Brass Plate
primal:silver_nugget, Silver Nugget
primal:silver_dust, Silver Dust
primal:silver_ingot, Silver Ingot
primal:silver_plate, Silver Plate
primal:lead_nugget, Lead Nugget
primal:lead_dust, Lead Dust
primal:lead_ingot, Lead Ingot
primal:lead_plate, Lead Plate
primal:aluminum_nugget, Aluminum Nugget
primal:aluminum_dust, Aluminum Dust
primal:aluminum_ingot, Aluminum Ingot
primal:aluminum_plate, Aluminum Plate
primal:nickel_nugget, Nickel Nugget
primal:nickel_dust, Nickel Dust
primal:nickel_ingot, Nickel Ingot
primal:nickel_plate, Nickel Plate
primal:platinum_nugget, Platinum Nugget
primal:platinum_dust, Platinum Dust
primal:platinum_ingot, Platinum Ingot
primal:platinum_plate, Platinum Plate
primal:zinc_nugget, Zinc Nugget
primal:zinc_dust, Zinc Dust
primal:zinc_ingot, Zinc Ingot
primal:zinc_plate, Zinc Plate
primal:diamond_plate, Diamond Plate
primal:obsidian_plate, Obsidian Plate
primal:carbon_plate, Carbon Plate
primal:crude_iron_plate, Crude Iron Plate
primal:crude_iron_dust, Crude Iron Dust
primal:crude_iron_ingot, Crude Iron Ingot
primal:crude_iron_nugget, Crude Iron Nugget
primal:iron_bloom, Iron Bloom
primal:steel_nugget, Steel Nugget
primal:wootz_nugget, Wootz Steel Nugget
primal:wootz_dust, Wootz Steel Dust
primal:wootz_ingot, Wootz Steel Ingot
primal:wootz_plate, Wootz Plate
primal:tamahagane_bloom, Tamahagane Bloom
primal:tamahagane_nugget, Tamahagane Nugget
primal:tamahagane_dust, Tamahagane Dust
primal:tamahagane_ingot, Tamahagane Ingot
primal:tamahagane_plate, Tamahagane Plate
primal:shibuichi_nugget, Shibuichi Nugget
primal:shibuichi_dust, Shibuichi Dust
primal:shibuichi_ingot, Shibuichi Ingot
primal:shibuichi_plate, Shibuichi Plate
primal:adamant_nugget, Adamant Nugget
primal:adamant_dust, Adamant Dust
primal:adamant_ingot, Adamant Ingot
primal:adamant_plate, Adamant Plate
primal:vanadium_nugget, Vanadium Nugget
primal:vanadium_dust, Vanadium Dust
primal:vanadium_ingot, Vanadium Ingot
primal:vanadium_plate, Vanadium Plate
primal:iron_strand, Iron Strand
primal:iron_pin, Iron Pin
primal:iron_ring, Iron Ring
primal:iron_mesh, Iron Mesh
primal:copper_strand, Copper Strand
primal:sharp_bone, Sharp Bone
primal:bone_pickaxe, Bone Pickaxe
primal:bone_shovel, Bone Shovel
primal:bone_hoe, Bone Hoe
primal:flint_pickaxe, Flint Pickaxe
primal:flint_shovel, Flint Shovel
primal:flint_hoe, Flint Hoe
primal:quartz_pickaxe, Quartz Pickaxe
primal:quartz_shovel, Quartz Shovel
primal:quartz_hoe, Quartz Hoe
primal:diamond_pickaxe, Diamond Pickaxe
primal:diamond_shovel, Diamond Shovel
primal:diamond_hoe, Diamond Hoe
primal:emerald_pickaxe, Emerald Pickaxe
primal:emerald_shovel, Emerald Shovel
primal:emerald_hoe, Emerald Hoe
primal:opal_pickaxe, Opal Pickaxe
primal:opal_shovel, Opal Shovel
primal:opal_hoe, Opal Hoe
primal:obsidian_pickaxe, Obsidian Pickaxe
primal:obsidian_shovel, Obsidian Shovel
primal:obsidian_hoe, Obsidian Hoe
primal:ironwood_bow, Ironwood Bow
primal:yew_bow, Yew Bow
primal:corypha_bow, Corphyry Bow
primal:bone_hatchet, Bone Hatchet
primal:flint_hatchet, Flint Hatchet
primal:quartz_hatchet, Quartz Hatchet
primal:obsidian_hatchet, Obsidian Hatchet
primal:opal_hatchet, Opal Hatchet
primal:emerald_hatchet, Emerald Hatchet
primal:diamond_hatchet, Diamond Hatchet
primal:flint_axe, Flint Axe
primal:quartz_axe, Quartz Axe
primal:obsidian_axe, Obsidian Axe
primal:opal_axe, Opal Axe
primal:emerald_axe, Emerald Axe
primal:diamond_axe, Diamond Axe
primal:bone_shears, Bone Shears
primal:flint_shears, Flint Shears
primal:quartz_shears, Quartz Shears
primal:flint_workblade, Flint Work Blade
primal:quartz_workblade, Quartz Work Blade
primal:iron_workblade, Iron Work Blade
primal:obsidian_workblade, Obsidian Work Blade
primal:opal_workblade, Blood Opal Work Blade
primal:emerald_workblade, Emerald Work Blade
primal:diamond_workblade, Diamond Work Blade
primal:stone_gallagher, Stone Gallagher
primal:nether_gallagher, Nether Stone Gallagher
primal:quartz_gallagher, Quartz Gallagher
primal:iron_gallagher, Iron Gallagher
primal:bone_saw, Bone Saw
primal:flint_saw, Flint Hand Saw
primal:iron_saw, Iron Hand Saw
primal:quartz_saw, Quartz Hand Saw
primal:copper_saw, Copper Hand Saw
primal:diamond_saw, Diamond Hand Saw
primal:emerald_saw, Emerald Hand Saw
primal:obsidian_saw, Obsidian Saw
primal:quartz_clippers, Quartz Clippers
primal:iron_clippers, Iron Clippers
primal:sword_crude_bone, Crude Bone Blade
primal:sword_crude_flint, Crude Flint Blade
primal:sword_crude_quartz, Crude Quartz Blade
primal:sword_crude_iron, Crude Iron Blade
primal:sword_crude_wootz, Crude Wootz Blade
primal:armor_obsidian_goggles, Dark Len Goggles
primal:armor_obsidian_head, Obsidian Helm
primal:armor_obsidian_body, Obsidian Chest
primal:armor_obsidian_legs, Obsidian Leggings
primal:armor_obsidian_feet, Obsidian Boots
primal:armor_wolf_head, Wolf Hood
primal:armor_wolf_body, Wolf Chest
primal:armor_wolf_legs, Wolf Leggings
primal:armor_wolf_feet, Wolf Boots
primal:armor_ovis_head, Ovis Head
primal:armor_ovis_body, Ovis Chest
primal:armor_ovis_legs, Ovis Leggings
primal:armor_ovis_feet, Ovis Boots
primal:stone_basin, Stone Basin
primal:fire_bow, Fire Bow
primal:searing_sprig, Cineris Bloom Sprig
primal:cauldron_lid, Iron Cauldron Lid
primal:smelter_lid_mud, Mud Sariras Lid
primal:smelter_lid_adobe, Adobe Sariras Lid
primal:smelter_lid_terra, Terracotta Sariras Lid
primal:smelter_lid_cinis, Ciniscotta Sariras Lid
primal:torch_nether_lit, Lit Netherrack Torch
ftbquests:screen, Task Screen
ftbquests:progress_detector, Quest Progress Detector
ftbquests:progress_screen, Progress Screen
ftbquests:chest, Quest Chest
ftbquests:book, Quest Book
ftbquests:common_lootcrate, Loot Crate
ftbquests:uncommon_lootcrate, Loot Crate
ftbquests:rare_lootcrate, Loot Crate
ftbquests:epic_lootcrate, Loot Crate
ftbquests:legendary_lootcrate, Loot Crate
ftbquests:missing, Missing Item
funkylocomotion:booster, Frame Booster
funkylocomotion:frame_projector, Frame Projector
funkylocomotion:pusher:0, Frame Pusher
funkylocomotion:pusher:1, Frame Puller
funkylocomotion:slider, Frame Slider
funkylocomotion:teleporter, Frame Teleporter
funkylocomotion:mass_frame_edge, Super-Frame Edge
funkylocomotion:mass_frame_corner, Super-Frame Corner
funkylocomotion:frame_0:0, Frame Block
funkylocomotion:wrench:0, Wrench
funkylocomotion:wrench:1, iWrench
funkylocomotion:wrench:2, Wrench Hammer
galacticraftcore:bucket_oil, Oil Bucket
galacticraftcore:fuel, Gasoline
galacticraftcore:bucket_fuel, Fuel Bucket
galacticraftcore:landing_pad:0, Rocket Launch Pad
galacticraftcore:landing_pad:1, Buggy Fueling Pad
galacticraftcore:landing_pad_full, Rocket Launch Pad
galacticraftcore:unlit_torch, Torch
galacticraftcore:unlit_torch_lit, Torch
galacticraftcore:distributor, Oxygen Bubble Distributor
galacticraftcore:collector, Oxygen Collector
galacticraftcore:oxygen_compressor:0, Oxygen Compressor
galacticraftcore:oxygen_compressor:4, Oxygen Decompressor
galacticraftcore:sealer, Oxygen Sealer
galacticraftcore:oxygen_detector, Oxygen Detector
galacticraftcore:aluminum_wire:0, Aluminum Wire
galacticraftcore:aluminum_wire:1, Heavy Aluminum Wire
galacticraftcore:aluminum_wire:2, Switchable Aluminum Wire
galacticraftcore:aluminum_wire:3, Switchable Heavy Aluminum Wire
galacticraftcore:fluid_pipe, Fluid Pipe
galacticraftcore:fluid_pipe_pull, Fluid Pipe
galacticraftcore:refinery, Refinery
galacticraftcore:fuel_loader, Fuel Loader
galacticraftcore:cargo:0, Cargo Loader
galacticraftcore:cargo:4, Cargo Unloader
galacticraftcore:rocket_workbench, NASA Workbench
galacticraftcore:basic_block_core:3, Tin Decoration Block
galacticraftcore:basic_block_core:4, Tin Wall Block
galacticraftcore:basic_block_core:5, Copper Ore
galacticraftcore:basic_block_core:6, Tin Ore
galacticraftcore:basic_block_core:7, Aluminum Ore
galacticraftcore:basic_block_core:8, Silicon Ore
galacticraftcore:basic_block_core:9, Copper Block
galacticraftcore:basic_block_core:10, Block of Tin
galacticraftcore:basic_block_core:11, Aluminum Block
galacticraftcore:basic_block_core:12, Solid Meteoric Iron
galacticraftcore:basic_block_core:13, Silicon Block
galacticraftcore:air_lock_frame:0, Air Lock Frame
galacticraftcore:air_lock_frame:1, Air Lock Controller
galacticraftcore:air_lock_seal, Air Lock Seal
galacticraftcore:space_glass_clear:0, Vacuum Glass (Clear)
galacticraftcore:space_glass_clear:1, Vacuum Glass (Clear)
galacticraftcore:space_glass_vanilla:0, Vacuum Glass
galacticraftcore:space_glass_vanilla:1, Vacuum Glass
galacticraftcore:space_glass_strong:0, Vacuum Glass (Strong)
galacticraftcore:space_glass_strong:1, Vacuum Glass (Strong)
galacticraftcore:magnetic_table, Magnetic Crafting Table
galacticraftcore:enclosed:14, Sealable Aluminum Wire
galacticraftcore:enclosed:15, Sealable Heavy Aluminum Wire
galacticraftcore:enclosed:1, Sealable Fluid Pipe
galacticraftcore:enclosed:2, Sealable Copper Cable
galacticraftcore:enclosed:3, Sealable Gold Cable
galacticraftcore:enclosed:0, Sealable HV Cable
galacticraftcore:enclosed:5, Sealable Glass Fiber Cable
galacticraftcore:enclosed:6, Sealable Tin Cable
galacticraftcore:space_station_base, Space Station Arrival Block
galacticraftcore:parachest, Parachest
galacticraftcore:solar:0, Basic Solar Panel
galacticraftcore:solar:4, Advanced Solar Panel
galacticraftcore:dishbase, Communications Dish
galacticraftcore:machine:0, Coal Generator
galacticraftcore:machine:12, Compressor
galacticraftcore:machine2:0, Electric Compressor
galacticraftcore:machine2:4, Circuit Fabricator
galacticraftcore:machine2:8, Oxygen Storage Module
galacticraftcore:machine2:12, Deconstructor
galacticraftcore:machine3:0, Chromatic Applicator
galacticraftcore:machine_tiered:0, Energy Storage Module
galacticraftcore:machine_tiered:4, Electric Furnace
galacticraftcore:machine_tiered:8, Energy Storage Cluster
galacticraftcore:machine_tiered:12, Electric Arc Furnace
galacticraftcore:panel_lighting:0, Lighting Panel (Square)
galacticraftcore:panel_lighting:1, Lighting Panel (Spotlight)
galacticraftcore:panel_lighting:2, Lighting Panel (Linear)
galacticraftcore:panel_lighting:3, Lighting Panel (Dark)
galacticraftcore:panel_lighting:4, Lighting Panel (Dark)
galacticraftcore:glowstone_torch, Glowstone Torch
galacticraftcore:fallen_meteor, Fallen Meteor
galacticraftcore:basic_block_moon:0, Copper Ore
galacticraftcore:basic_block_moon:1, Tin Ore
galacticraftcore:basic_block_moon:2, Cheese Ore
galacticraftcore:basic_block_moon:3, Moon Dirt
galacticraftcore:basic_block_moon:4, Moon Rock
galacticraftcore:basic_block_moon:5, Moon Turf
galacticraftcore:basic_block_moon:6, Sapphire Ore
galacticraftcore:basic_block_moon:14, Moon Dungeon Brick
galacticraftcore:cheese, Block of Cheese
galacticraftcore:spin_thruster, Spin Thruster
galacticraftcore:view_screen, Display Screen
galacticraftcore:telemetry, Telemetry Unit
galacticraftcore:arclamp, Arc Lamp
galacticraftcore:treasure_chest, Treasure Chest
galacticraftcore:fluid_tank, Fluid Tank
galacticraftcore:boss_spawner, tile.boss_spawner.name
galacticraftcore:tin_stairs_1, Tin Decoration Stairs
galacticraftcore:tin_stairs_2, Tin Decoration Stairs
galacticraftcore:moon_stairs_stone, Moon Rock Stairs
galacticraftcore:moon_stairs_brick, Moon Dungeon Brick Stairs
galacticraftcore:wall_gc:0, Tin Decoration Wall
galacticraftcore:wall_gc:1, Tin Decoration Wall
galacticraftcore:wall_gc:2, Moon Rock Wall
galacticraftcore:wall_gc:3, Moon Dungeon Brick Wall
galacticraftcore:wall_gc:4, Mars Cobblestone Wall
galacticraftcore:wall_gc:5, Mars Dungeon Brick Wall
galacticraftcore:slab_gc_half:0, Tin Decoration Slab
galacticraftcore:slab_gc_half:1, Tin Decoration Slab
galacticraftcore:slab_gc_half:2, Moon Rock Slab
galacticraftcore:slab_gc_half:3, Moon Dungeon Brick Slab
galacticraftcore:slab_gc_half:4, Mars Cobblestone Slab
galacticraftcore:slab_gc_half:5, Mars Dungeon Brick Slab
galacticraftcore:slab_gc_half:6, Dark Decoration Slab
galacticraftcore:slab_gc_double:0, tile.slab_gc_double.tin_slab_1.name
galacticraftcore:slab_gc_double:1, tile.slab_gc_double.tin_slab_2.name
galacticraftcore:slab_gc_double:2, tile.slab_gc_double.moon_slab.name
galacticraftcore:slab_gc_double:3, tile.slab_gc_double.moon_bricks_slab.name
galacticraftcore:slab_gc_double:4, tile.slab_gc_double.mars_slab.name
galacticraftcore:slab_gc_double:5, tile.slab_gc_double.mars_bricks_slab.name
galacticraftcore:slab_gc_double:6, tile.slab_gc_double.asteroids_slab.name
galacticraftcore:concealed_redstone, Hidden Redstone Wire
galacticraftcore:concealed_repeater_pow, tile.concealed_repeater_pow.name
galacticraftcore:concealed_repeater, Hidden Redstone Repeater
galacticraftcore:concealed_detector, Player Detector
galacticraftcore:platform, Hydraulic Platform
galacticraftcore:emergency_box:0, Emergency Post
galacticraftcore:emergency_box:1, Emergency Post (with Kit)
galacticraftcore:grating, Grating
galacticraftcore:rocket_t1:0, Tier 1 Rocket
galacticraftcore:rocket_t1:1, Tier 1 Rocket
galacticraftcore:rocket_t1:2, Tier 1 Rocket
galacticraftcore:rocket_t1:3, Tier 1 Rocket
galacticraftcore:rocket_t1:4, Tier 1 Rocket
galacticraftcore:oxygen_mask, Oxygen Mask
galacticraftcore:oxygen_gear, Oxygen Gear
galacticraftcore:oxygen_tank_light_full, Light Oxygen Tank
galacticraftcore:oxygen_tank_med_full, Medium Oxygen Tank
galacticraftcore:oxygen_tank_heavy_full, Heavy Oxygen Tank
galacticraftcore:infinite_oxygen, Infinite Oxygen Supply
galacticraftcore:sensor_lens, Sensor Lens
galacticraftcore:sensor_glasses, Sensor Glasses
galacticraftcore:standard_wrench, Standard Wrench
galacticraftcore:steel_pickaxe, Heavy Duty Pickaxe
galacticraftcore:steel_axe, Heavy Duty Axe
galacticraftcore:steel_hoe, Heavy Duty Hoe
galacticraftcore:steel_shovel, Heavy Duty Shovel
galacticraftcore:steel_sword, Heavy Duty Sword
galacticraftcore:steel_helmet, Heavy Duty Helmet
galacticraftcore:steel_chestplate, Heavy Duty Chestplate
galacticraftcore:steel_leggings, Heavy Duty Leggings
galacticraftcore:steel_boots, Heavy Duty Boots
galacticraftcore:canister:0, Tin Canister
galacticraftcore:canister:1, Copper Canister
galacticraftcore:air_vent, Oxygen Vent
galacticraftcore:air_fan, Oxygen Fan
galacticraftcore:oxygen_concentrator, Oxygen Concentrator
galacticraftcore:engine:0, Tier 1 Rocket Engine
galacticraftcore:engine:1, Tier 1 Booster
galacticraftcore:heavy_plating, Heavy-Duty Plate
galacticraftcore:nose_cone, Nose Cone
galacticraftcore:rocket_fins, Rocket Fins
galacticraftcore:steel_pole, Steel Pole
galacticraftcore:canvas, Canvas
galacticraftcore:oil_canister_partial:1001, Empty Canister
galacticraftcore:oil_canister_partial:1, Filled Oil Canister
galacticraftcore:fuel_canister_partial:1, Filled Fuel Canister
galacticraftcore:schematic:0, NASA Workbench Schematic
galacticraftcore:schematic:1, NASA Workbench Schematic
galacticraftcore:key:0, Tier 1 Dungeon Key
galacticraftcore:buggymat:0, Buggy Wheel
galacticraftcore:buggymat:1, Buggy Seat
galacticraftcore:buggymat:2, Buggy Storage Box
galacticraftcore:buggy, Buggy
galacticraftcore:basic_item:0, Single Solar Module
galacticraftcore:basic_item:1, Full Solar Panel
galacticraftcore:basic_item:2, Raw Silicon
galacticraftcore:basic_item:3, Copper Ingot
galacticraftcore:basic_item:4, Tin Ingot
galacticraftcore:basic_item:5, Aluminum Ingot
galacticraftcore:basic_item:6, Compressed Copper
galacticraftcore:basic_item:7, Compressed Tin
galacticraftcore:basic_item:8, Compressed Aluminum
galacticraftcore:basic_item:9, Compressed Steel
galacticraftcore:basic_item:10, Compressed Bronze
galacticraftcore:basic_item:11, Compressed Iron
galacticraftcore:basic_item:12, Blue Solar Wafer
galacticraftcore:basic_item:13, Basic Wafer
galacticraftcore:basic_item:14, Advanced Wafer
galacticraftcore:basic_item:19, Frequency Module
galacticraftcore:basic_item:20, Ambient Thermal Controller
galacticraftcore:food:0, Can of Food
galacticraftcore:food:1, Can of Food
galacticraftcore:food:2, Can of Food
galacticraftcore:food:3, Can of Food
galacticraftcore:food:9, Canned Beef
galacticraftcore:food:4, Cheese Slice
galacticraftcore:food:5, Burger Bun
galacticraftcore:food:6, Ground Beef (Raw)
galacticraftcore:food:7, Beef Patty (Cooked)
galacticraftcore:food:8, Cheeseburger
galacticraftcore:battery, Battery
galacticraftcore:infinite_battery, Infinite Battery
galacticraftcore:meteor_chunk:0, Throwable Meteor Chunk
galacticraftcore:meteor_chunk:1, Throwable Meteor Chunk
galacticraftcore:cheese_curd, Cheese Curd
galacticraftcore:meteoric_iron_raw, Raw Meteoric Iron
galacticraftcore:item_basic_moon:0, Meteoric Iron Ingot
galacticraftcore:item_basic_moon:1, Compressed Meteoric Iron
galacticraftcore:item_basic_moon:2, Lunar Sapphire
galacticraftcore:flag, Flag
galacticraftcore:parachute:0, Parachute
galacticraftcore:parachute:1, Black Parachute
galacticraftcore:parachute:2, Light Blue Parachute
galacticraftcore:parachute:3, Lime Parachute
galacticraftcore:parachute:4, Brown Parachute
galacticraftcore:parachute:5, Blue Parachute
galacticraftcore:parachute:6, Gray Parachute
galacticraftcore:parachute:7, Green Parachute
galacticraftcore:parachute:8, Light Gray Parachute
galacticraftcore:parachute:9, Magenta Parachute
galacticraftcore:parachute:10, Orange Parachute
galacticraftcore:parachute:11, Pink Parachute
galacticraftcore:parachute:12, Purple Parachute
galacticraftcore:parachute:13, Red Parachute
galacticraftcore:parachute:14, Cyan Parachute
galacticraftcore:parachute:15, Yellow Parachute
galacticraftcore:prelaunch_checklist, Pre-Launch Checklist
galacticraftcore:dungeonfinder, Dungeon Locator
galacticraftcore:emergency_kit, Space Emergency Kit
galacticraftcore:ic2compat:0, Aluminum Dust
galacticraftcore:ic2compat:1, Purified Crushed Aluminum Ore
galacticraftcore:ic2compat:2, Crushed Aluminum Ore
galacticraftcore:ic2compat:7, Tiny Pile of Titanium Dust
galacticraftplanets:sludge, Sludge
galacticraftplanets:bucket_sludge, Bacterial Sludge Bucket
galacticraftplanets:treasure_t2, Tier 2 Treasure Chest
galacticraftplanets:mars:0, Copper Ore
galacticraftplanets:mars:1, Tin Ore
galacticraftplanets:mars:2, Desh Ore
galacticraftplanets:mars:3, Iron Ore
galacticraftplanets:mars:4, Mars Cobblestone
galacticraftplanets:mars:5, Mars Fine Regolith
galacticraftplanets:mars:6, Mars Regolith
galacticraftplanets:mars:7, Mars Dungeon Brick
galacticraftplanets:mars:8, Block of Desh
galacticraftplanets:mars:9, Mars Stone
galacticraftplanets:cavern_vines, Cavernous Vines
galacticraftplanets:slimeling_egg:0, Red Slimeling Egg
galacticraftplanets:slimeling_egg:1, Blue Slimeling Egg
galacticraftplanets:slimeling_egg:2, Yellow Slimeling Egg
galacticraftplanets:creeper_egg, Creeper Egg
galacticraftplanets:mars_machine:0, Terraformer
galacticraftplanets:mars_machine:4, Cryogenic Chamber
galacticraftplanets:mars_machine:8, Launch Controller
galacticraftplanets:mars_machine_t2:0, Gas Liquefier
galacticraftplanets:mars_machine_t2:4, Methane Synthesizer
galacticraftplanets:mars_machine_t2:8, Water Electrolyzer
galacticraftplanets:boss_spawner_mars, tile.boss_spawner_mars.name
galacticraftplanets:mars_stairs_cobblestone, Mars Cobblestone Stairs
galacticraftplanets:mars_stairs_brick, Mars Dungeon Brick Stairs
galacticraftplanets:carbon_fragments, Fragmented Carbon
galacticraftplanets:item_basic_mars:0, Unrefined Desh
galacticraftplanets:item_basic_mars:1, Desh Stick
galacticraftplanets:item_basic_mars:2, Desh Ingot
galacticraftplanets:item_basic_mars:3, Heavy-Duty Plate
galacticraftplanets:item_basic_mars:4, Slimeling Inventory Bag
galacticraftplanets:item_basic_mars:5, Compressed Desh
galacticraftplanets:item_basic_mars:6, Fluid Manipulator
galacticraftplanets:desh_pick, Desh Pickaxe
galacticraftplanets:desh_pick_slime, Sticky Desh Pickaxe
galacticraftplanets:desh_axe, Desh Axe
galacticraftplanets:desh_hoe, Desh Hoe
galacticraftplanets:desh_spade, Desh Shovel
galacticraftplanets:desh_sword, Desh Sword
galacticraftplanets:desh_helmet, Desh Helmet
galacticraftplanets:desh_chestplate, Desh Chestplate
galacticraftplanets:desh_leggings, Desh Leggings
galacticraftplanets:desh_boots, Desh Boots
galacticraftplanets:rocket_t2:0, Tier 2 Rocket
galacticraftplanets:rocket_t2:1, Tier 2 Rocket
galacticraftplanets:rocket_t2:2, Tier 2 Rocket
galacticraftplanets:rocket_t2:3, Tier 2 Rocket
galacticraftplanets:rocket_t2:4, Tier 2 Rocket
galacticraftplanets:rocket_t2:11, Cargo Rocket
galacticraftplanets:rocket_t2:12, Cargo Rocket
galacticraftplanets:rocket_t2:13, Cargo Rocket
galacticraftplanets:rocket_t2:14, Cargo Rocket
galacticraftplanets:key:0, Tier 2 Dungeon Key
galacticraftplanets:schematic:0, NASA Workbench Schematic
galacticraftplanets:schematic:1, NASA Workbench Schematic
galacticraftplanets:schematic:2, NASA Workbench Schematic
galacticraftplanets:asteroids_block:0, Asteroid Rock
galacticraftplanets:asteroids_block:1, Asteroid Rock
galacticraftplanets:asteroids_block:2, Asteroid Rock
galacticraftplanets:asteroids_block:3, Aluminum Ore
galacticraftplanets:asteroids_block:4, Ilmenite Ore
galacticraftplanets:asteroids_block:5, Iron Ore
galacticraftplanets:asteroids_block:6, Dark Decoration Block
galacticraftplanets:asteroids_block:7, Titanium Block
galacticraftplanets:walkway:0, Walkway
galacticraftplanets:walkway:1, Walkway
galacticraftplanets:walkway:2, Walkway
galacticraftplanets:beam_reflector, Energy Beam Reflector
galacticraftplanets:beam_receiver, Energy Beam Receiver
galacticraftplanets:telepad_short, Short Range Telepad
galacticraftplanets:dense_ice, Dense Ice
galacticraftplanets:miner_base, Astro Miner Base
galacticraftplanets:grapple, Grapple
galacticraftplanets:rocket_t3:0, Tier 3 Rocket
galacticraftplanets:rocket_t3:1, Tier 3 Rocket
galacticraftplanets:rocket_t3:2, Tier 3 Rocket
galacticraftplanets:rocket_t3:3, Tier 3 Rocket
galacticraftplanets:rocket_t3:4, Tier 3 Rocket
galacticraftplanets:astro_miner, Astro Miner
