Mod:Item:MetaData, Localized Name
erebus:wall_plants:1, Moss
erebus:wall_plants:7, Mould
erebus:wall_plants_cultivated:1, Cultivated Moss
erebus:wall_plants_cultivated:7, Cultivated Mould
erebus:algae, Swamp Algae
erebus:honey_treat, Honey Treat
erebus:dark_capped_mushroom, Dark Capped Mushroom
erebus:sarcastic_czech_mushroom, Sarcastic Czech Mushroom
erebus:grandmas_shoes_mushroom, Grandma's Shoes Mushroom
erebus:dutch_cap_mushroom, Dutch Cap Mushroom
erebus:kaizers_fingers_mushroom, Kaizer's Fingers Mushroom
erebus:dark_capped_mushroom_block, Dark Capped Mushroom Block
erebus:sarcastic_czech_mushroom_block, Sarcastic Czech Mushroom Block
erebus:grandmas_shoes_mushroom_block, Grandma's Shoes Mushroom Block
erebus:dutch_cap_mushroom_block, Dutch Cap Mushroom Block
erebus:kaizers_fingers_mushroom_block, Kaizer's Fingers Mushroom Block
erebus:glowshroom, Glowshroom
erebus:glowshroom_stalk_main, Glowshroom Stalk
erebus:wither_web, Wither Web
erebus:silk, Silk
erebus:mir_brick, Mirbrick
erebus:planks_petrified_wood, Petrified Wood Planks
erebus:door_petrified_wood, Petrified Wood Door
erebus:rein_exo, Reinforced Exo Blocks
erebus:mud_brick, Mud Brick
erebus:temple_brick, Temple Brick
erebus:temple_pillar, Temple Pillar
erebus:temple_tile, Temple Tile
erebus:volcanic_rock, Volcanic Rock
erebus:gneiss:0, Gneiss
erebus:gneiss:1, Carved Gneiss
erebus:gneiss:2, Layered Gneiss
erebus:gneiss:3, Gneiss Brick
erebus:gneiss:4, Smooth Gneiss
erebus:gneiss:5, Gneiss Tiles
erebus:gneiss:6, Cracked Gneiss Tiles
erebus:gneiss_vent, Gneiss Vent
erebus:hollow_log, Hollow Acacia Log
erebus:log_balsam_resinless, Balsam Wood Resinless
erebus:umber_furnace, Umber Furnace
erebus:umber_furnace_active, Umber Furnace
erebus:petrified_crafting_table, Petrified Crafting Table
erebus:bamboo_crate, Bamboo Crate
erebus:bamboo_bridge, Bamboo Bridge
erebus:bamboo_ladder, Bamboo Ladder
erebus:bamboo_nerd_pole, Bamboo Nerd Pole
erebus:bamboo_extender, Bamboo Extender
erebus:bamboo_torch, Bamboo Torch
erebus:silo_roof, Silo Roof
erebus:silo_tank:0, Silo Tank
erebus:silo_supports, Silo Supports
erebus:honey_comb, Honeycomb
erebus:umber_golem_statue, Umbergolem Statue
erebus:insect_repellent, Insect Repellent
erebus:petrified_wood_chest, Petrified Wood Chest
erebus:glowing_jar, Glowing Jar
erebus:fluid_jar, Fluid Jar
erebus:composter, Organic Composter
erebus:smoothie_maker, ErebusCo. Smoothie-matic 2000
erebus:umberstone_button, Umberstone Button
erebus:bamboo_pipe, Bamboo Fluid Pipe
erebus:bamboo_pipe_extract, Bamboo Fluid Extraction Pipe
erebus:bamboo_pipe_extract_active, Bamboo Fluid Extraction Pipe
erebus:liquifier, Honey Liquifier
erebus:glow_gem_active, Glowing Gem
erebus:glow_gem_inactive, Glowing Gem
erebus:mucus_bomb, Mucus Bomb
erebus:velocity_block, Velocity Block
erebus:lightning_speed_block, Lightning Velocity Block
erebus:altar_base, Altar Base
erebus:altar_lightning, Altar of Lightning
erebus:altar_healing, Altar of Healing
erebus:altar_xp, Altar of Experience
erebus:altar_repair, Altar of Repair
erebus:altar_offering, Offering Altar
erebus:spider_spawner, Scytodes Spawner
erebus:jumping_spider_spawner, Jumping Spider Spawner
erebus:tarantula_spawner, Tarantula Spawner
erebus:wasp_spawner, Wasp Spawner
erebus:antlion_spawner, Antlion Spawner
erebus:dragon_fly_spawner, Dragonfly Spawner
erebus:giant_lily_pad, Giant Lily Pad
erebus:zombie_ant_spawner, Zombie Ant Spawner
erebus:zombie_ant_soldier_spawner, Zombie Ant Soldier Spawner
erebus:wasp_nest, Wasp Nest
erebus:stairs_wasp_nest, Wasp Nest Stairs
erebus:antlion_egg, Antlion Egg
erebus:tarantula_egg, Tarantula Egg
erebus:capstone:0, Capstone
erebus:capstone:1, Mud Capstone
erebus:capstone:2, Iron Capstone
erebus:capstone:3, Gold Capstone
erebus:capstone:4, Jade Capstone
erebus:capstone:5, Active Mud Capstone
erebus:capstone:6, Active Iron Capstone
erebus:capstone:7, Active Gold Capstone
erebus:capstone:8, Active Jade Capstone
erebus:ant_hill_block, Ant Hill (N.Y.I.)
erebus:force_field, Force Field
erebus:force_lock, Force Lock (N.Y.I.)
erebus:block_of_bones, Block O' Bones
erebus:magma_crawler_spawner, Magma Crawler Spawner
erebus:dung_spawner_bot_fly, Botfly Spawner
erebus:dung_spawner_fly, Fly Spawner
erebus:locust_spawner, Locust Spawner
erebus:wall_umberstone, Umberstone Wall
erebus:wall_umbercobble, Umbercobble Wall
erebus:wall_umbercobble_mossy, Mossy Umbercobble Wall
erebus:wall_umbercobble_webbed, Webbed Umbercobble Wall
erebus:wall_umberstone_bricks, Umbrick Wall
erebus:wall_umbertile_smooth, Umbertile Wall
erebus:wall_umbertile_smooth_small, Small Umbertile  Wall
erebus:wall_umberpaver, Umberpaver Wall
erebus:wall_umberpaver_mossy, Mossy Umberpaver Wall
erebus:wall_umberpaver_webbed, Webbed Umberpaver Wall
erebus:wall_amber, Amber Wall
erebus:wall_amber_bricks, Amber Brick Wall
erebus:slab_umberstone, Umberstone Slab
erebus:slab_umbercobble, Umbercobble Slab
erebus:slab_umbercobble_mossy, Mossy Umbercobble Slab
erebus:slab_umbercobble_webbed, Webbed Umbercobble Slab
erebus:slab_umberstone_bricks, Umberbrick Slab
erebus:slab_umbertile_smooth, Smooth Umbertile Slab
erebus:slab_umbertile_smooth_small, Small Umbertiles Slab
erebus:slab_umberpaver, Umberpaver Slab
erebus:slab_umberpaver_mossy, Mossy Umberpaver Slab
erebus:slab_umberpaver_webbed, Webbed Umberpaver Slab
erebus:slab_amber, Amber Slab
erebus:slab_amber_bricks, Amber Brick Slab
erebus:slab_planks_petrified_wood, Petrified Wood Slab
erebus:slab_mud_bricks, Mud Brick Slab
erebus:slab_mir_bricks, Mir Brick Slab
erebus:stairs_umberstone, Umberstone Stairs
erebus:stairs_umbercobble, Umbercobble Stairs
erebus:stairs_umbercobble_mossy, Mossy Umbercobble Stairs
erebus:stairs_umbercobble_webbed, Webbed Umbercobble Stairs
erebus:stairs_umberstone_bricks, Umberbrick Stairs
erebus:stairs_umbertile_smooth, Smooth Umbertile Stairs
erebus:stairs_umbertile_smooth_small, Small Umbertiles Stairs
erebus:stairs_umberpaver, Umberpaver Stairs
erebus:stairs_umberpaver_mossy, Mossy Umberpaver Stairs
erebus:stairs_umberpaver_webbed, Webbed Umberpaver Stairs
erebus:stairs_amber, Amber Stairs
erebus:stairs_amber_bricks, Amber Brick Stairs
erebus:stairs_petrified_wood, Petrified Wood Stairs
erebus:stairs_mud_bricks, Mud Brick Stairs
erebus:stairs_mir_bricks, Mirbrick Stairs
erebus:formic_acid, Formic Acid
erebus:honey, Honey
erebus:log_baobab, Baobab Wood
erebus:sapling_baobab, Baobab Sapling
erebus:leaves_baobab, Baobab Leaves
erebus:stairs_baobab, Baobab Stairs
erebus:slab_planks_baobab, Baobab Slab
erebus:door_baobab, Baobab Door
erebus:fence_baobab, Baobab Fence
erebus:fence_gate_baobab, Baobab Fence Gate
erebus:log_eucalyptus, Eucalyptus Wood
erebus:sapling_eucalyptus, Eucalyptus Sapling
erebus:leaves_eucalyptus, Eucalyptus Leaves
erebus:stairs_eucalyptus, Eucalyptus Stairs
erebus:slab_planks_eucalyptus, Eucalyptus Slab
erebus:door_eucalyptus, Eucalyptus Door
erebus:fence_eucalyptus, Eucalyptus Fence
erebus:fence_gate_eucalyptus, Eucalyptus Fence Gate
erebus:log_mahogany, Mahogany Wood
erebus:sapling_mahogany, Mahogany Sapling
erebus:leaves_mahogany, Mahogany Leaves
erebus:stairs_mahogany, Mahogany Stairs
erebus:slab_planks_mahogany, Mahogany Slab
erebus:door_mahogany, Mahogany Door
erebus:fence_mahogany, Mahogany Fence
erebus:fence_gate_mahogany, Mahogany Fence Gate
erebus:log_mossbark, Mossbark Wood
erebus:sapling_mossbark, Mossbark Sapling
erebus:leaves_mossbark, Mossbark Leaves
erebus:stairs_mossbark, Mossbark Stairs
erebus:slab_planks_mossbark, Mossbark Slab
erebus:door_mossbark, Mossbark Door
erebus:fence_mossbark, Mossbark Fence
erebus:fence_gate_mossbark, Mossbark Fence Gate
erebus:log_asper, Asper Wood
erebus:sapling_asper, Asper Sapling
erebus:leaves_asper, Asper Leaves
erebus:stairs_asper, Asper Stairs
erebus:slab_planks_asper, Asper Slab
erebus:door_asper, Asper Door
erebus:fence_asper, Asper Fence
erebus:fence_gate_asper, Asper Fence Gate
erebus:log_cypress, Cypress Wood
erebus:sapling_cypress, Cypress Sapling
erebus:leaves_cypress, Cypress Leaves
erebus:stairs_cypress, Cypress Stairs
erebus:slab_planks_cypress, Cypress Slab
erebus:door_cypress, Cypress Door
erebus:fence_cypress, Cypress Fence
erebus:fence_gate_cypress, Cypress Fence Gate
erebus:log_balsam, Balsam Wood
erebus:sapling_balsam, Balsam Sapling
erebus:leaves_balsam, Balsam Leaves
erebus:stairs_balsam, Balsam Stairs
erebus:slab_planks_balsam, Balsam Slab
erebus:fence_balsam, Balsam Fence
erebus:fence_gate_balsam, Balsam Fence Gate
erebus:stairs_white, White Stairs
erebus:slab_planks_white, White Slab
erebus:fence_white, White Fence
erebus:fence_gate_white, White Fence Gate
erebus:log_bamboo, Colossal Bamboo
erebus:sapling_bamboo, Colossal Bamboo Shoot
erebus:stairs_bamboo, Bamboo Stairs
erebus:slab_planks_bamboo, Bamboo Slab
erebus:fence_bamboo, Bamboo Fence
erebus:fence_gate_bamboo, Bamboo Fence Gate
erebus:log_rotten, Rotten Wood
erebus:stairs_rotten, Rotten Stairs
erebus:slab_planks_rotten, Rotten Slab
erebus:door_rotten, Rotten Door
erebus:fence_rotten, Rotten Fence
erebus:fence_gate_rotten, Rotten Fence Gate
erebus:log_marshwood, Marshwood Wood
erebus:sapling_marshwood, Marshwood Sapling
erebus:leaves_marshwood, Marshwood Leaves
erebus:stairs_marshwood, Marshwood Stairs
erebus:slab_planks_marshwood, Marshwood Slab
erebus:door_marshwood, Marshwood Door
erebus:fence_marshwood, Marshwood Fence
erebus:fence_gate_marshwood, Marshwood Fence Gate
erebus:log_scorched, Scorched Wood
erebus:stairs_scorched, Scorched Stairs
erebus:slab_planks_scorched, Scorched Slab
erebus:door_scorched, Scorched Door
erebus:fence_scorched, Scorched Fence
erebus:fence_gate_scorched, Scorched Fence Gate
erebus:stairs_varnished, Varnished Stairs
erebus:slab_planks_varnished, Varnished Slab
erebus:fence_varnished, Varnished Fence
erebus:fence_gate_varnished, Varnished Fence Gate
essentials:brazier, Brazier
essentials:slotted_chest, Slotted Chest
essentials:sorting_hopper, Sorting Hopper
essentials:fertile_soil:0, Wheat Fertile Soil
essentials:fertile_soil:1, Potato Fertile Soil
essentials:fertile_soil:2, Carrot Fertile Soil
essentials:fertile_soil:3, Beetroot Fertile Soil
essentials:fertile_soil:4, Oak Sapling Fertile Soil
essentials:fertile_soil:5, Birch Sapling Fertile Soil
essentials:fertile_soil:6, Spruce Sapling Fertile Soil
essentials:fertile_soil:7, Jungle Sapling Fertile Soil
essentials:fertile_soil:8, Acacia Sapling Fertile Soil
essentials:fertile_soil:9, Dark Oak Sapling Fertile Soil
essentials:port_extender, Port Extender
essentials:item_chute, Item Chute
essentials:item_chute_port, Item Chute Port
essentials:obsidian_cutting_kit, Obsidian Cutting Kit
essentials:candle_lilypad, Candle Lilypad
essentials:wrench, Wrench
extendedcrafting:storage:0, Block of Black Iron
extendedcrafting:storage:1, Block of Luminessence
extendedcrafting:storage:2, Block of Nether Stars
extendedcrafting:storage:3, Block of Crystaltine
extendedcrafting:storage:4, Block of The Ultimate
extendedcrafting:storage:5, Block of Ender
extendedcrafting:storage:6, Block of Ender Stars
extendedcrafting:storage:7, Block of Enhanced Ender
extendedcrafting:frame, Black Iron Frame
extendedcrafting:lamp:0, Black Iron Lamp
extendedcrafting:lamp:1, Black Iron Lamp
extendedcrafting:trimmed:0, Block of Black Iron
extendedcrafting:trimmed:1, Block of Black Iron
extendedcrafting:trimmed:2, Block of Black Iron
extendedcrafting:trimmed:3, Block of Black Iron
extendedcrafting:trimmed:4, Block of Black Iron
extendedcrafting:trimmed:5, Block of Black Iron
extendedcrafting:crafting_table, Crafting Table
extendedcrafting:pedestal, Pedestal
extendedcrafting:crafting_core, Crafting Core
extendedcrafting:interface, Automation Interface
extendedcrafting:table_basic, Basic Crafting Table
extendedcrafting:table_advanced, Advanced Crafting Table
extendedcrafting:table_elite, Elite Crafting Table
extendedcrafting:table_ultimate, Ultimate Crafting Table
extendedcrafting:compressor, Quantum Compressor
extendedcrafting:ender_alternator, Ender Alternator
extendedcrafting:ender_crafter, Ender Crafter
extendedcrafting:guide, Extended Crafting Guide
extendedcrafting:material:0, Black Iron Ingot
extendedcrafting:material:1, Black Iron Nugget
extendedcrafting:material:2, Black Iron Slate
extendedcrafting:material:3, Black Iron Rod
extendedcrafting:material:7, Luminessence
extendedcrafting:material:8, Basic Catalyst
extendedcrafting:material:9, Advanced Catalyst
extendedcrafting:material:10, Elite Catalyst
extendedcrafting:material:11, Ultimate Catalyst
extendedcrafting:material:12, Crystaltine Catalyst
extendedcrafting:material:13, The Ultimate Catalyst
extendedcrafting:material:14, Basic Component
extendedcrafting:material:15, Advanced Component
extendedcrafting:material:16, Elite Component
extendedcrafting:material:17, Ultimate Component
extendedcrafting:material:18, Crystaltine Component
extendedcrafting:material:19, The Ultimate Component
extendedcrafting:material:24, Crystaltine Ingot
extendedcrafting:material:25, Crystaltine Nugget
extendedcrafting:material:32, The Ultimate Ingot
extendedcrafting:material:33, The Ultimate Nugget
extendedcrafting:material:36, Ender Ingot
extendedcrafting:material:37, Ender Nugget
extendedcrafting:material:40, Ender Star
extendedcrafting:material:41, Ender Star Nugget
extendedcrafting:material:48, Enhanced Ender Ingot
extendedcrafting:material:49, Enhanced Ender Nugget
extendedcrafting:material:128, Diamond Nugget
extendedcrafting:material:129, Emerald Nugget
extendedcrafting:material:140, Nether Star Nugget
extendedcrafting:handheld_table, Handheld Crafting Table
extendedcrafting:recipe_maker:0, Recipe Maker
extendedcrafting:singularity:0, Coal Singularity
extendedcrafting:singularity:1, Iron Singularity
extendedcrafting:singularity:2, Lapis Lazuli Singularity
extendedcrafting:singularity:3, Redstone Singularity
extendedcrafting:singularity:4, Glowstone Singularity
extendedcrafting:singularity:5, Gold Singularity
extendedcrafting:singularity:6, Diamond Singularity
extendedcrafting:singularity:7, Emerald Singularity
extendedcrafting:singularity:16, Aluminum Singularity
extendedcrafting:singularity:17, Copper Singularity
extendedcrafting:singularity:18, Tin Singularity
extendedcrafting:singularity:19, Bronze Singularity
extendedcrafting:singularity:20, Zinc Singularity
extendedcrafting:singularity:21, Brass Singularity
extendedcrafting:singularity:22, Silver Singularity
extendedcrafting:singularity:23, Lead Singularity
extendedcrafting:singularity:24, Steel Singularity
extendedcrafting:singularity:25, Nickel Singularity
extendedcrafting:singularity:26, Constantan Singularity
extendedcrafting:singularity:27, Electrum Singularity
extendedcrafting:singularity:28, Invar Singularity
extendedcrafting:singularity:29, Mithril Singularity
extendedcrafting:singularity:30, Tungsten Singularity
extendedcrafting:singularity:31, Titanium Singularity
extendedcrafting:singularity:32, Uranium Singularity
extendedcrafting:singularity:33, Chrome Singularity
extendedcrafting:singularity:34, Platinum Singularity
extendedcrafting:singularity:35, Iridium Singularity
extendedcrafting:singularity:48, Signalum Singularity
extendedcrafting:singularity:49, Lumium Singularity
extendedcrafting:singularity:50, Enderium Singularity
extendedcrafting:singularity:64, Ardite Singularity
extendedcrafting:singularity:65, Cobalt Singularity
extendedcrafting:singularity:66, Manyullyn Singularity
extendedcrafting:singularity_ultimate, The Ultimate Singularity
zerocore:debugtool, Debug Tool
bigreactors:ingotyellorium, Yellorium Ingot
bigreactors:ingotcyanite, Cyanite Ingot
bigreactors:ingotgraphite, Graphite Bar
bigreactors:ingotblutonium, Blutonium Ingot
bigreactors:ingotludicrite, Ludicrite Ingot
bigreactors:ingotsteel, Steel Ingot
bigreactors:dustyellorium, Yellorium Dust
bigreactors:dustcyanite, Cyanite Dust
bigreactors:dustgraphite, Graphite Dust
bigreactors:dustblutonium, Blutonium Dust
bigreactors:dustludicrite, Ludicrite Dust
bigreactors:duststeel, Steel Dust
bigreactors:mineralanglesite, Anglesite (PbSO4)
bigreactors:mineralbenitoite, Benitoite (BaTiSi3O9)
bigreactors:reactorcasingcores, Reactor Casing Core (Legacy)
bigreactors:turbinehousingcores, Turbine Housing Core (Legacy)
bigreactors:wrench, Extreme Wrench
bigreactors:blockyellorium, Yellorium Block
bigreactors:oreanglesite, Anglesite Ore
bigreactors:turbinecreativesteamgenerator, Turbine Creative Steam Generator (Legacy)
bigreactors:turbinerotorblade, Turbine Rotor Blade (Legacy)
bigreactors:blockblutonium, Blutonium Block
bigreactors:orebenitoite, Benitoite Ore
bigreactors:turbinebearing, Turbine Rotor Bearing (Legacy)
bigreactors:reactorrednetport, Reactor RedNet Port (Legacy)
bigreactors:turbinehousing, Turbine Housing (Legacy)
bigreactors:blocksteel, Steel Block
bigreactors:reactoraccessport, Reactor Access Port (Legacy)
bigreactors:turbinecomputerport, Turbine Computer Port (Legacy)
bigreactors:turbinerotorshaft, Turbine Rotor Shaft (Legacy)
bigreactors:reactorcreativecoolantport, Reactor Creative Coolant Port (Legacy)
bigreactors:turbinefluidport, Turbine Fluid Port (Legacy)
bigreactors:blockgraphite, Graphite Block
bigreactors:blockcyanite, Cyanite Block
bigreactors:reactorcoolantport, Reactor Coolant Port (Legacy)
bigreactors:turbinecontroller, Turbine Controller (Legacy)
bigreactors:reactorpowertaptesla, Reactor Tesla Power Tap (Legacy)
bigreactors:turbineglass, Turbine Glass (Legacy)
bigreactors:reactorcasing, Reactor Casing (Legacy)
bigreactors:reactorpowertaprf, Reactor Redstone Flux Power Tap (Legacy)
bigreactors:reactorcontroller, Reactor Controller (Legacy)
bigreactors:reactorredstoneport, Reactor Redstone Port (Legacy)
bigreactors:oreyellorite, Yellorite Ore
bigreactors:blockludicrite, Ludicrite Block
bigreactors:turbinepowertaprf, Turbine Redstone Flux Power Tap (Legacy)
bigreactors:turbinepowertaptesla, Turbine Tesla Power Tap (Legacy)
bigreactors:reactorcomputerport, Reactor Computer Port (Legacy)
bigreactors:reactorglass, Reactor Glass (Legacy)
bigreactors:reactorcontrolrod, Reactor Control Rod (Legacy)
bigreactors:reactorfuelrod, Reactor Fuel Rod (Legacy)
fairylights:light:0, Black Fairy Light
fairylights:light:1, Red Fairy Light
fairylights:light:2, Green Fairy Light
fairylights:light:3, Brown Fairy Light
fairylights:light:4, Blue Fairy Light
fairylights:light:5, Purple Fairy Light
fairylights:light:6, Cyan Fairy Light
fairylights:light:7, Light Gray Fairy Light
fairylights:light:8, Gray Fairy Light
fairylights:light:9, Pink Fairy Light
fairylights:light:10, Lime Fairy Light
fairylights:light:11, Yellow Fairy Light
fairylights:light:12, Light Blue Fairy Light
fairylights:light:13, Magenta Fairy Light
fairylights:light:14, Orange Fairy Light
fairylights:light:15, White Fairy Light
fairylights:light:16, Black Paper Lantern
fairylights:light:17, Red Paper Lantern
fairylights:light:18, Green Paper Lantern
fairylights:light:19, Brown Paper Lantern
fairylights:light:20, Blue Paper Lantern
fairylights:light:21, Purple Paper Lantern
fairylights:light:22, Cyan Paper Lantern
fairylights:light:23, Light Gray Paper Lantern
fairylights:light:24, Gray Paper Lantern
fairylights:light:25, Pink Paper Lantern
fairylights:light:26, Lime Paper Lantern
fairylights:light:27, Yellow Paper Lantern
fairylights:light:28, Light Blue Paper Lantern
fairylights:light:29, Magenta Paper Lantern
fairylights:light:30, Orange Paper Lantern
fairylights:light:31, White Paper Lantern
fairylights:light:32, Black Orb Lantern
fairylights:light:33, Red Orb Lantern
fairylights:light:34, Green Orb Lantern
fairylights:light:35, Brown Orb Lantern
fairylights:light:36, Blue Orb Lantern
fairylights:light:37, Purple Orb Lantern
fairylights:light:38, Cyan Orb Lantern
fairylights:light:39, Light Gray Orb Lantern
fairylights:light:40, Gray Orb Lantern
fairylights:light:41, Pink Orb Lantern
fairylights:light:42, Lime Orb Lantern
fairylights:light:43, Yellow Orb Lantern
fairylights:light:44, Light Blue Orb Lantern
fairylights:light:45, Magenta Orb Lantern
fairylights:light:46, Orange Orb Lantern
fairylights:light:47, White Orb Lantern
fairylights:light:48, Black Flower Light
fairylights:light:49, Red Flower Light
fairylights:light:50, Green Flower Light
fairylights:light:51, Brown Flower Light
fairylights:light:52, Blue Flower Light
fairylights:light:53, Purple Flower Light
fairylights:light:54, Cyan Flower Light
fairylights:light:55, Light Gray Flower Light
fairylights:light:56, Gray Flower Light
fairylights:light:57, Pink Flower Light
fairylights:light:58, Lime Flower Light
fairylights:light:59, Yellow Flower Light
fairylights:light:60, Light Blue Flower Light
fairylights:light:61, Magenta Flower Light
fairylights:light:62, Orange Flower Light
fairylights:light:63, White Flower Light
fairylights:light:64, Black Ornate Lantern
fairylights:light:65, Red Ornate Lantern
fairylights:light:66, Green Ornate Lantern
fairylights:light:67, Brown Ornate Lantern
fairylights:light:68, Blue Ornate Lantern
fairylights:light:69, Purple Ornate Lantern
fairylights:light:70, Cyan Ornate Lantern
fairylights:light:71, Light Gray Ornate Lantern
fairylights:light:72, Gray Ornate Lantern
fairylights:light:73, Pink Ornate Lantern
fairylights:light:74, Lime Ornate Lantern
fairylights:light:75, Yellow Ornate Lantern
fairylights:light:76, Light Blue Ornate Lantern
fairylights:light:77, Magenta Ornate Lantern
fairylights:light:78, Orange Ornate Lantern
fairylights:light:79, White Ornate Lantern
fairylights:light:80, Black Oil Lantern
fairylights:light:81, Red Oil Lantern
fairylights:light:82, Green Oil Lantern
fairylights:light:83, Brown Oil Lantern
fairylights:light:84, Blue Oil Lantern
fairylights:light:85, Purple Oil Lantern
fairylights:light:86, Cyan Oil Lantern
fairylights:light:87, Light Gray Oil Lantern
fairylights:light:88, Gray Oil Lantern
fairylights:light:89, Pink Oil Lantern
fairylights:light:90, Lime Oil Lantern
fairylights:light:91, Yellow Oil Lantern
fairylights:light:92, Light Blue Oil Lantern
fairylights:light:93, Magenta Oil Lantern
fairylights:light:94, Orange Oil Lantern
fairylights:light:95, White Oil Lantern
fairylights:light:112, Black Jack o'Lantern
fairylights:light:113, Red Jack o'Lantern
fairylights:light:114, Green Jack o'Lantern
fairylights:light:115, Brown Jack o'Lantern
fairylights:light:116, Blue Jack o'Lantern
fairylights:light:117, Purple Jack o'Lantern
fairylights:light:118, Cyan Jack o'Lantern
fairylights:light:119, Light Gray Jack o'Lantern
fairylights:light:120, Gray Jack o'Lantern
fairylights:light:121, Pink Jack o'Lantern
fairylights:light:122, Lime Jack o'Lantern
fairylights:light:123, Yellow Jack o'Lantern
fairylights:light:124, Light Blue Jack o'Lantern
fairylights:light:125, Magenta Jack o'Lantern
fairylights:light:126, Orange Jack o'Lantern
fairylights:light:127, White Jack o'Lantern
fairylights:light:128, Black Skull Light
fairylights:light:129, Red Skull Light
fairylights:light:130, Green Skull Light
fairylights:light:131, Brown Skull Light
fairylights:light:132, Blue Skull Light
fairylights:light:133, Purple Skull Light
fairylights:light:134, Cyan Skull Light
fairylights:light:135, Light Gray Skull Light
fairylights:light:136, Gray Skull Light
fairylights:light:137, Pink Skull Light
fairylights:light:138, Lime Skull Light
fairylights:light:139, Yellow Skull Light
fairylights:light:140, Light Blue Skull Light
fairylights:light:141, Magenta Skull Light
fairylights:light:142, Orange Skull Light
fairylights:light:143, White Skull Light
fairylights:light:144, Black Ghost Light
fairylights:light:145, Red Ghost Light
fairylights:light:146, Green Ghost Light
fairylights:light:147, Brown Ghost Light
fairylights:light:148, Blue Ghost Light
fairylights:light:149, Purple Ghost Light
fairylights:light:150, Cyan Ghost Light
fairylights:light:151, Light Gray Ghost Light
fairylights:light:152, Gray Ghost Light
fairylights:light:153, Pink Ghost Light
fairylights:light:154, Lime Ghost Light
fairylights:light:155, Yellow Ghost Light
fairylights:light:156, Light Blue Ghost Light
fairylights:light:157, Magenta Ghost Light
fairylights:light:158, Orange Ghost Light
fairylights:light:159, White Ghost Light
fairylights:light:160, Black Spider Light
fairylights:light:161, Red Spider Light
fairylights:light:162, Green Spider Light
fairylights:light:163, Brown Spider Light
fairylights:light:164, Blue Spider Light
fairylights:light:165, Purple Spider Light
fairylights:light:166, Cyan Spider Light
fairylights:light:167, Light Gray Spider Light
fairylights:light:168, Gray Spider Light
fairylights:light:169, Pink Spider Light
fairylights:light:170, Lime Spider Light
fairylights:light:171, Yellow Spider Light
fairylights:light:172, Light Blue Spider Light
fairylights:light:173, Magenta Spider Light
fairylights:light:174, Orange Spider Light
fairylights:light:175, White Spider Light
fairylights:light:176, Black Witch Light
fairylights:light:177, Red Witch Light
fairylights:light:178, Green Witch Light
fairylights:light:179, Brown Witch Light
fairylights:light:180, Blue Witch Light
fairylights:light:181, Purple Witch Light
fairylights:light:182, Cyan Witch Light
fairylights:light:183, Light Gray Witch Light
fairylights:light:184, Gray Witch Light
fairylights:light:185, Pink Witch Light
fairylights:light:186, Lime Witch Light
fairylights:light:187, Yellow Witch Light
fairylights:light:188, Light Blue Witch Light
fairylights:light:189, Magenta Witch Light
fairylights:light:190, Orange Witch Light
fairylights:light:191, White Witch Light
fairylights:light:192, Black Snowflake Light
fairylights:light:193, Red Snowflake Light
fairylights:light:194, Green Snowflake Light
fairylights:light:195, Brown Snowflake Light
fairylights:light:196, Blue Snowflake Light
fairylights:light:197, Purple Snowflake Light
fairylights:light:198, Cyan Snowflake Light
fairylights:light:199, Light Gray Snowflake Light
fairylights:light:200, Gray Snowflake Light
fairylights:light:201, Pink Snowflake Light
fairylights:light:202, Lime Snowflake Light
fairylights:light:203, Yellow Snowflake Light
fairylights:light:204, Light Blue Snowflake Light
fairylights:light:205, Magenta Snowflake Light
fairylights:light:206, Orange Snowflake Light
fairylights:light:207, White Snowflake Light
fairylights:light:208, Black Icicle Lights
fairylights:light:209, Red Icicle Lights
fairylights:light:210, Green Icicle Lights
fairylights:light:211, Brown Icicle Lights
fairylights:light:212, Blue Icicle Lights
fairylights:light:213, Purple Icicle Lights
fairylights:light:214, Cyan Icicle Lights
fairylights:light:215, Light Gray Icicle Lights
fairylights:light:216, Gray Icicle Lights
fairylights:light:217, Pink Icicle Lights
fairylights:light:218, Lime Icicle Lights
fairylights:light:219, Yellow Icicle Lights
fairylights:light:220, Light Blue Icicle Lights
fairylights:light:221, Magenta Icicle Lights
fairylights:light:222, Orange Icicle Lights
fairylights:light:223, White Icicle Lights
fairylights:light:224, Black Meteor Light
fairylights:light:225, Red Meteor Light
fairylights:light:226, Green Meteor Light
fairylights:light:227, Brown Meteor Light
fairylights:light:228, Blue Meteor Light
fairylights:light:229, Purple Meteor Light
fairylights:light:230, Cyan Meteor Light
fairylights:light:231, Light Gray Meteor Light
fairylights:light:232, Gray Meteor Light
fairylights:light:233, Pink Meteor Light
fairylights:light:234, Lime Meteor Light
fairylights:light:235, Yellow Meteor Light
fairylights:light:236, Light Blue Meteor Light
fairylights:light:237, Magenta Meteor Light
fairylights:light:238, Orange Meteor Light
fairylights:light:239, White Meteor Light
fairylights:hanging_lights, Hanging Lights
fairylights:garland, Vine Garland
fairylights:tinsel:0, Black Tinsel Garland
fairylights:tinsel:0, Red Tinsel Garland
fairylights:tinsel:0, Green Tinsel Garland
fairylights:tinsel:0, Brown Tinsel Garland
fairylights:tinsel:0, Blue Tinsel Garland
fairylights:tinsel:0, Purple Tinsel Garland
fairylights:tinsel:0, Cyan Tinsel Garland
